brand,model,variant,year,fuel_type,transmission,owner_count,km_driven,mileage,engine_capacity,cylinders,seating_capacity,safety_rating,city,health_score,maintenance_cost,ex_showroom_price,selling_price
Honda,Civic,Performance,2025,CNG,Automatic,1,16618,27.0,1497,3,5,4,Ahmedabad,88,Medium,9.15,7.96
Honda,WR-V,Sport,2015,Diesel,Manual,1,151751,23.8,1497,3,5,5,Mumbai,81,Medium,3.73,3.24
Mahindra,Scorpio,VXI,2012,CNG,Manual,1,195022,24.3,2184,4,7,4,Chennai,94,Medium,4.36,3.79
BMW,7 Series,Luxury Line,2017,Diesel,Automatic,1,91799,12.7,1984,4,7,5,Hyderabad,84,High,62.21,54.1
Tata,Tiago,Luxury Line,2019,CNG,Automatic,1,81858,30.7,1197,3,7,4,Bangalore,86,Medium,3.53,3.07
Tata,Tiago,VXI,2016,CNG,Automatic,1,150407,28.6,998,3,5,5,Kolkata,89,Medium,2.24,1.95
Mercedes-Benz,C-Class,Sport,2019,Electric,Automatic,1,82184,405.3,0,0,7,4,Chennai,81,High,34.72,30.19
Toyota,Glanza,LXI,2019,CNG,Manual,1,96647,26.0,1498,3,7,5,Bangalore,70,Medium,7.27,6.32
Tesla,Model S,LXI,2013,Electric,Automatic,2,153781,458.9,0,0,5,4,Chennai,93,Medium,39.95,34.74
Tesla,Model S,LXI,2013,Electric,Automatic,2,169032,472.1,0,0,5,5,Chennai,71,Medium,32.92,28.63
Mercedes-Benz,S-Class,ZXI,2013,Petrol,Automatic,2,172720,14.2,2998,6,5,5,Kolkata,71,High,32.44,28.21
Mercedes-Benz,GLE,Legender,2022,Petrol,Automatic,1,56060,11.0,1998,4,5,5,Ahmedabad,97,High,77.16,67.1
Maruti Suzuki,Dzire,ZXI,2017,Electric,Manual,1,105513,18.6,0,0,5,4,Delhi,90,Low,3.06,2.66
Tata,Safari,Performance,2017,Electric,Manual,1,108719,17.2,0,0,7,4,Hyderabad,93,Medium,8.48,7.37
Tata,Harrier,Performance,2012,CNG,Manual,1,191637,22.9,998,3,5,5,Ahmedabad,73,Medium,3.09,2.69
Tata,Tiago,Performance,2021,Diesel,Automatic,1,52835,15.9,1498,3,5,4,Kolkata,89,Medium,4.67,4.06
BMW,7 Series,Performance,2025,Petrol,Automatic,1,13180,9.0,1998,4,7,4,Bangalore,68,High,114.34,99.43
Mercedes-Benz,GLE,Sport,2012,CNG,Automatic,3,143815,12.3,2993,6,7,5,Hyderabad,73,High,20.6,17.91
Honda,Jazz,Sport,2012,Electric,Manual,1,147756,19.4,0,0,7,4,Hyderabad,89,Medium,3.21,2.79
Honda,Amaze,LXI,2016,Petrol,Automatic,1,126305,22.6,1498,3,7,4,Bangalore,78,Medium,4.34,3.77
Tesla,Model Y,VXI,2024,Electric,Automatic,1,19599,371.3,0,0,5,4,Pune,82,Medium,115.07,100.06
Honda,Amaze,Legender,2016,Diesel,Automatic,1,149984,20.6,1197,3,7,4,Kolkata,78,Medium,3.98,3.46
Tata,Altroz,Crysta,2018,Electric,Automatic,1,94111,19.7,0,0,7,4,Chennai,86,Medium,5.44,4.73
Maruti Suzuki,Baleno,Sport,2015,Diesel,Automatic,1,111283,18.5,998,3,5,3,Ahmedabad,85,Low,2.52,2.19
Maruti Suzuki,Swift,Legender,2014,CNG,Manual,1,158380,30.8,998,3,5,2,Delhi,79,Low,1.59,1.38
Audi,Q5,VXI,2012,Electric,Automatic,1,149408,390.1,0,0,7,4,Pune,70,High,23.46,20.4
Toyota,Fortuner,LXI,2020,Petrol,Automatic,1,57485,17.7,2755,6,7,4,Chennai,79,Medium,22.94,19.95
BMW,5 Series,VXI,2012,CNG,Automatic,1,145889,13.6,1984,4,7,4,Ahmedabad,96,High,23.18,20.16
Tata,Safari,VXI,2023,CNG,Manual,1,33433,29.1,998,3,7,5,Hyderabad,72,Medium,10.26,8.92
Tata,Nexon,ZXI,2025,CNG,Manual,2,19606,28.6,1197,3,5,5,Mumbai,95,Medium,7.82,6.8
Mahindra,XUV700,LXI,2025,Petrol,Automatic,1,14169,18.4,2184,4,7,5,Ahmedabad,66,Medium,15.66,13.62
Mahindra,Scorpio,Sport,2022,Electric,Manual,1,45733,18.1,0,0,7,5,Chennai,88,Medium,15.13,13.16
Maruti Suzuki,Swift,Performance,2014,Electric,Automatic,1,136312,21.6,0,0,5,4,Hyderabad,91,Low,2.68,2.33
Toyota,Glanza,Performance,2017,Petrol,Automatic,1,112042,16.3,998,3,7,5,Kolkata,84,Medium,7.37,6.41
Tesla,Model Y,Crysta,2012,Electric,Automatic,3,185782,453.9,0,0,5,4,Hyderabad,98,Medium,34.21,29.75
Tesla,Model 3,Sport,2014,Electric,Automatic,1,167070,381.3,0,0,5,5,Kolkata,86,Medium,22.71,19.75
Honda,WR-V,Performance,2023,Electric,Manual,1,30199,18.1,0,0,5,5,Kolkata,73,Medium,7.65,6.65
BMW,X1,ZXI,2016,Electric,Automatic,1,123414,363.0,0,0,7,4,Ahmedabad,66,High,18.76,16.31
Toyota,Glanza,ZXI,2019,Petrol,Manual,1,94683,22.6,998,3,5,5,Pune,69,Medium,7.28,6.33
Tesla,Model S,ZXI,2012,Electric,Automatic,1,182485,516.0,0,0,5,5,Ahmedabad,68,Medium,29.54,25.69
Mahindra,XUV700,LXI,2015,Diesel,Automatic,1,148034,20.9,2184,4,7,4,Kolkata,69,Medium,6.24,5.43
Mahindra,XUV700,Crysta,2017,Electric,Automatic,2,117429,17.7,0,0,7,5,Bangalore,90,Medium,10.26,8.92
Tata,Altroz,Sport,2023,Diesel,Manual,2,39519,15.1,998,3,7,4,Pune,75,Medium,6.15,5.35
Audi,Q5,Performance,2014,CNG,Automatic,1,162472,12.2,1984,4,7,5,Mumbai,80,High,25.0,21.74
Mahindra,XUV300,Legender,2015,CNG,Automatic,2,143801,24.9,1498,3,7,4,Kolkata,65,Medium,3.13,2.72
Audi,Q7,ZXI,2024,Diesel,Automatic,1,30524,11.0,1998,4,5,4,Pune,98,High,87.14,75.77
Tesla,Model Y,Crysta,2013,Electric,Automatic,1,138594,423.5,0,0,5,5,Chennai,81,Medium,40.16,34.92
Hyundai,Alcazar,Luxury Line,2022,Electric,Manual,2,53450,23.3,0,0,7,2,Delhi,74,Low,4.82,4.19
Mercedes-Benz,GLA,Legender,2023,CNG,Automatic,1,30537,12.1,2993,6,5,5,Mumbai,80,High,42.23,36.72
Honda,Civic,VXI,2021,Petrol,Automatic,2,77505,19.4,998,3,7,4,Chennai,91,Medium,6.75,5.87
Mercedes-Benz,E-Class,ZXI,2019,Electric,Automatic,1,104800,437.3,0,0,5,5,Pune,97,High,66.14,57.51
Toyota,Camry,LXI,2012,Diesel,Manual,1,155412,18.4,998,3,5,5,Kolkata,73,Medium,8.88,7.72
Maruti Suzuki,Baleno,VXI,2024,Diesel,Automatic,1,32263,21.8,1497,3,5,4,Kolkata,67,Low,5.06,4.4
Maruti Suzuki,Ertiga,Legender,2021,Petrol,Automatic,1,62397,21.4,1197,3,7,3,Mumbai,88,Low,4.65,4.04
Tesla,Model 3,Performance,2012,Electric,Automatic,3,167282,354.9,0,0,5,5,Ahmedabad,93,Medium,17.58,15.29
Mahindra,Thar,Crysta,2016,Electric,Automatic,1,133694,16.7,0,0,7,5,Hyderabad,77,Medium,6.84,5.95
Mercedes-Benz,GLA,Sport,2023,Petrol,Automatic,1,29759,12.7,1998,4,7,5,Bangalore,89,High,51.26,44.57
Tata,Tiago,Performance,2024,CNG,Manual,2,24212,25.7,1498,3,5,5,Ahmedabad,90,Medium,4.37,3.8
Audi,A4,VXI,2014,Petrol,Automatic,4,125707,9.5,1984,4,5,5,Mumbai,87,High,13.57,11.8
Tesla,Model Y,Sport,2024,Electric,Automatic,1,23006,447.0,0,0,5,5,Kolkata,67,Medium,98.15,85.35
BMW,X5,Sport,2017,CNG,Automatic,2,129640,10.7,1998,4,7,5,Bangalore,84,High,34.56,30.05
Mahindra,Scorpio,Luxury Line,2013,Diesel,Manual,1,140356,19.8,2184,4,7,4,Pune,65,Medium,4.75,4.13
Maruti Suzuki,Swift,Performance,2014,Diesel,Manual,1,156894,19.8,998,3,5,4,Chennai,69,Low,1.79,1.56
Tesla,Model 3,Crysta,2017,Electric,Automatic,1,127009,425.5,0,0,5,4,Ahmedabad,90,Medium,32.19,27.99
Mahindra,Thar,Performance,2022,Electric,Automatic,3,54214,15.9,0,0,7,5,Pune,97,Medium,11.94,10.38
Hyundai,Verna,Legender,2019,Electric,Manual,1,78006,20.6,0,0,5,2,Chennai,88,Low,4.45,3.87
Tata,Altroz,ZXI,2013,Electric,Manual,1,161592,15.7,0,0,5,5,Chennai,71,Medium,2.59,2.25
Mercedes-Benz,C-Class,Legender,2012,Electric,Automatic,2,144645,372.2,0,0,7,5,Delhi,92,High,17.57,15.28
Maruti Suzuki,Breza,LXI,2025,Petrol,Manual,1,6352,16.2,1498,3,5,3,Chennai,72,Low,5.21,4.53
Maruti Suzuki,Baleno,Luxury Line,2012,Petrol,Manual,1,178772,21.2,1498,3,5,2,Kolkata,92,Low,1.53,1.33
Tesla,Model 3,Legender,2014,Electric,Automatic,1,136542,445.2,0,0,7,5,Ahmedabad,82,Medium,23.29,20.25
Audi,Q3,VXI,2014,Petrol,Automatic,1,127245,14.1,1998,4,7,4,Ahmedabad,90,High,15.85,13.78
BMW,5 Series,Sport,2015,CNG,Automatic,1,129298,11.0,2998,6,5,5,Kolkata,77,High,26.17,22.76
Hyundai,i20,ZXI,2015,Diesel,Manual,2,118433,17.1,1497,3,5,3,Ahmedabad,95,Low,2.63,2.29
Tata,Punch,LXI,2025,Petrol,Manual,1,5758,19.1,998,3,5,5,Ahmedabad,89,Medium,8.23,7.16
Hyundai,i20,ZXI,2024,CNG,Manual,4,20231,27.2,998,3,5,3,Bangalore,70,Low,4.17,3.63
Hyundai,i20,Luxury Line,2016,Petrol,Automatic,2,120583,16.4,998,3,5,3,Chennai,82,Low,2.83,2.46
Toyota,Camry,ZXI,2015,Diesel,Automatic,1,125249,22.4,1498,3,7,5,Pune,98,Medium,16.63,14.46
BMW,X5,Luxury Line,2025,Diesel,Automatic,1,7013,13.5,2993,6,7,5,Chennai,77,High,90.26,78.49
Mahindra,XUV300,ZXI,2013,Diesel,Automatic,1,150989,17.8,1497,3,7,5,Ahmedabad,88,Medium,4.13,3.59
Mercedes-Benz,C-Class,Sport,2014,Electric,Automatic,1,174884,392.3,0,0,7,5,Delhi,78,High,19.19,16.69
Tata,Altroz,LXI,2015,Petrol,Automatic,2,115945,21.5,998,3,5,5,Chennai,85,Medium,3.3,2.87
BMW,7 Series,Crysta,2023,Petrol,Automatic,2,45155,13.7,1998,4,5,5,Delhi,72,High,81.97,71.28
Maruti Suzuki,Dzire,Legender,2016,Electric,Manual,3,129143,20.0,0,0,7,2,Ahmedabad,77,Low,2.05,1.78
Maruti Suzuki,Breza,Luxury Line,2013,Diesel,Automatic,1,139381,17.7,1497,3,7,3,Chennai,70,Low,1.91,1.66
Mahindra,XUV300,Legender,2016,Electric,Manual,2,121889,17.9,0,0,7,4,Pune,76,Medium,4.54,3.95
Mercedes-Benz,GLE,Performance,2022,CNG,Automatic,1,55746,14.1,2993,6,5,4,Chennai,97,High,73.14,63.6
Toyota,Camry,VXI,2014,Petrol,Manual,2,129969,20.2,1498,3,7,5,Mumbai,83,Medium,11.34,9.86
Hyundai,i20,ZXI,2016,Petrol,Automatic,4,114696,22.4,1498,3,5,3,Delhi,90,Low,2.52,2.19
Maruti Suzuki,Baleno,LXI,2023,Diesel,Automatic,2,32049,21.2,1197,3,5,4,Pune,68,Low,4.51,3.92
Tesla,Model 3,Legender,2015,Electric,Automatic,2,115529,387.4,0,0,5,5,Hyderabad,75,Medium,24.62,21.41
Tesla,Model S,ZXI,2012,Electric,Automatic,2,168759,490.7,0,0,5,4,Chennai,91,Medium,35.43,30.81
Toyota,Glanza,Luxury Line,2013,Diesel,Automatic,1,197122,16.7,1197,3,5,4,Mumbai,97,Medium,6.18,5.37
Toyota,Glanza,ZXI,2015,Electric,Automatic,1,156204,21.7,0,0,7,4,Kolkata,69,Medium,5.97,5.19
Mahindra,Thar,Legender,2020,Diesel,Manual,2,55848,16.4,2184,4,5,4,Hyderabad,73,Medium,8.02,6.97
Mercedes-Benz,E-Class,ZXI,2025,CNG,Automatic,1,10852,14.5,2993,6,7,5,Kolkata,87,High,86.91,75.57
Mercedes-Benz,GLA,Performance,2012,CNG,Automatic,1,193566,12.4,2993,6,7,4,Ahmedabad,81,High,12.27,10.67
Audi,A4,Luxury Line,2022,CNG,Automatic,1,53462,12.0,2998,6,5,4,Mumbai,97,High,35.66,31.01
Mercedes-Benz,E-Class,VXI,2020,CNG,Automatic,2,78882,12.3,1998,4,5,5,Pune,68,High,43.29,37.64
Tesla,Model S,Luxury Line,2016,Electric,Automatic,1,122769,526.9,0,0,5,5,Bangalore,89,Medium,59.96,52.14
Audi,Q7,Sport,2020,Petrol,Automatic,1,64580,10.9,1998,4,5,4,Ahmedabad,87,High,50.11,43.57
Tata,Nexon,Crysta,2020,Diesel,Manual,2,62728,17.7,1498,3,7,5,Pune,86,Medium,5.07,4.41
Mahindra,Scorpio,Legender,2025,Petrol,Manual,2,10748,17.2,1997,4,7,5,Ahmedabad,77,Medium,14.33,12.46
Maruti Suzuki,Baleno,Crysta,2016,Electric,Automatic,1,136738,21.6,0,0,5,3,Kolkata,93,Low,2.96,2.57
Audi,Q5,Sport,2015,CNG,Automatic,1,123525,12.0,2998,6,7,5,Kolkata,96,High,28.97,25.19
Maruti Suzuki,Ertiga,Luxury Line,2022,Petrol,Manual,1,55732,16.0,998,3,7,3,Pune,80,Low,3.96,3.44
Honda,Jazz,LXI,2014,CNG,Automatic,2,134890,30.6,1497,3,7,5,Chennai,72,Medium,2.7,2.35
Audi,Q3,VXI,2017,Electric,Automatic,1,110301,473.5,0,0,7,5,Ahmedabad,87,High,23.44,20.38
Tata,Safari,Sport,2018,Petrol,Manual,2,96784,16.8,1197,3,7,4,Mumbai,65,Medium,6.23,5.42
Toyota,Innova,VXI,2019,Petrol,Manual,1,82669,15.3,2393,4,7,4,Hyderabad,85,Medium,14.17,12.32
BMW,7 Series,Sport,2017,Electric,Automatic,1,97129,521.0,0,0,5,4,Chennai,67,High,56.13,48.81
Honda,Civic,Legender,2015,Petrol,Automatic,1,154684,21.9,1497,3,7,5,Hyderabad,71,Medium,3.45,3.0
Hyundai,Verna,Sport,2021,Electric,Manual,1,70831,17.3,0,0,5,3,Bangalore,92,Low,5.85,5.09
BMW,5 Series,ZXI,2025,Electric,Automatic,2,7914,524.1,0,0,7,5,Ahmedabad,90,High,93.7,81.48
Hyundai,Creta,VXI,2019,Diesel,Automatic,1,103921,23.7,998,3,5,2,Kolkata,72,Low,3.75,3.26
Hyundai,Creta,Performance,2024,CNG,Automatic,1,25732,28.3,998,3,5,2,Bangalore,96,Low,7.18,6.24
BMW,7 Series,VXI,2014,CNG,Automatic,2,162224,12.3,2993,6,7,5,Delhi,69,High,28.91,25.14
Audi,A4,LXI,2013,CNG,Automatic,1,185549,11.2,2998,6,7,5,Kolkata,71,High,10.26,8.92
Maruti Suzuki,Dzire,Luxury Line,2015,CNG,Manual,1,120626,27.1,998,3,7,3,Chennai,95,Low,2.09,1.82
Mahindra,Scorpio,ZXI,2024,Petrol,Manual,1,32685,17.2,1997,4,7,5,Ahmedabad,91,Medium,15.35,13.35
Tesla,Model 3,Luxury Line,2023,Electric,Automatic,2,45952,408.8,0,0,5,5,Kolkata,87,Medium,53.27,46.32
Tata,Tiago,Legender,2023,Petrol,Manual,1,45730,22.1,998,3,7,5,Chennai,93,Medium,5.04,4.38
BMW,X5,Legender,2018,Electric,Automatic,1,78712,473.0,0,0,7,5,Pune,83,High,49.79,43.3
Honda,Amaze,VXI,2025,CNG,Manual,1,16287,25.2,998,3,5,3,Hyderabad,72,Medium,7.74,6.73
Mercedes-Benz,GLA,Luxury Line,2014,Petrol,Automatic,2,143621,14.6,1998,4,5,4,Bangalore,92,High,19.75,17.17
Audi,Q5,VXI,2012,Petrol,Automatic,1,164788,9.7,1984,4,5,5,Bangalore,71,High,22.18,19.29
Mahindra,Thar,Legender,2021,Petrol,Automatic,1,53176,19.6,1997,4,5,4,Pune,68,Medium,8.88,7.72
Hyundai,Tucson,Sport,2020,Petrol,Automatic,1,68086,18.0,1197,3,5,4,Hyderabad,67,Low,4.12,3.58
Mercedes-Benz,GLA,Sport,2019,Electric,Automatic,1,79807,547.8,0,0,7,5,Hyderabad,98,High,40.24,34.99
Honda,Jazz,Luxury Line,2016,Electric,Automatic,1,139485,23.2,0,0,5,4,Mumbai,75,Medium,4.69,4.08
Tesla,Model 3,LXI,2020,Electric,Automatic,1,65229,464.3,0,0,7,5,Chennai,91,Medium,47.67,41.45
BMW,X5,LXI,2012,Petrol,Automatic,2,147040,10.3,2993,6,5,4,Chennai,86,High,23.41,20.36
Mercedes-Benz,S-Class,ZXI,2018,Electric,Automatic,3,93447,512.0,0,0,5,5,Bangalore,68,High,65.04,56.56
Mercedes-Benz,GLE,Sport,2014,CNG,Automatic,1,172880,9.2,2998,6,5,5,Delhi,69,High,25.17,21.89
Hyundai,Alcazar,Legender,2015,Petrol,Manual,1,137163,22.9,998,3,7,2,Mumbai,95,Low,2.82,2.45
Toyota,Glanza,LXI,2023,Diesel,Automatic,1,38032,20.6,1498,3,5,4,Hyderabad,95,Medium,17.04,14.82
Maruti Suzuki,Baleno,Luxury Line,2016,Diesel,Manual,1,108728,23.8,1498,3,5,2,Hyderabad,89,Low,2.71,2.36
Hyundai,Grand i10,LXI,2019,CNG,Manual,1,81626,22.6,998,3,5,3,Kolkata,98,Low,2.45,2.13
Mahindra,Bolero,Luxury Line,2013,Electric,Manual,2,162551,20.4,0,0,5,4,Chennai,77,Medium,3.46,3.01
Maruti Suzuki,Breza,Crysta,2024,Petrol,Manual,2,19848,19.2,1197,3,7,3,Kolkata,68,Low,3.99,3.47
BMW,7 Series,VXI,2019,CNG,Automatic,1,96828,11.0,1998,4,7,5,Chennai,91,High,62.82,54.63
Tesla,Model 3,Legender,2017,Electric,Automatic,2,109599,507.8,0,0,7,5,Hyderabad,77,Medium,29.82,25.93
Toyota,Fortuner,Sport,2016,Petrol,Automatic,1,105882,19.6,2755,6,7,5,Bangalore,65,Medium,14.66,12.75
Tesla,Model 3,Crysta,2024,Electric,Automatic,1,24709,529.4,0,0,7,5,Ahmedabad,79,Medium,60.77,52.84
Toyota,Innova,VXI,2014,Diesel,Manual,1,155432,19.6,2755,6,7,5,Delhi,72,Medium,7.89,6.86
Toyota,Corolla Altis,Luxury Line,2024,CNG,Automatic,1,18589,24.4,1497,3,5,4,Delhi,87,Medium,14.34,12.47
Audi,A4,Luxury Line,2021,CNG,Automatic,1,68243,13.9,1998,4,5,4,Delhi,81,High,26.7,23.22
Toyota,Camry,Legender,2025,Diesel,Automatic,1,13043,15.6,1197,3,5,5,Pune,84,Medium,40.08,34.85
Hyundai,Alcazar,Crysta,2024,Electric,Manual,3,25252,20.1,0,0,7,4,Kolkata,79,Low,5.45,4.74
Honda,Jazz,Performance,2018,CNG,Automatic,1,88859,24.9,1497,3,5,4,Chennai,70,Medium,4.24,3.69
Hyundai,Verna,Luxury Line,2024,Petrol,Manual,1,25132,22.7,1497,3,5,2,Chennai,82,Low,6.0,5.22
Tata,Nexon,ZXI,2024,Electric,Automatic,1,21680,15.6,0,0,5,5,Pune,88,Medium,9.71,8.44
Toyota,Fortuner,LXI,2023,Petrol,Automatic,1,39941,16.4,2393,4,7,5,Mumbai,89,Medium,34.14,29.69
Mahindra,XUV300,VXI,2018,Electric,Automatic,2,98047,23.5,0,0,5,5,Delhi,66,Medium,5.76,5.01
BMW,7 Series,Crysta,2014,CNG,Automatic,1,139776,10.6,2993,6,7,5,Hyderabad,71,High,34.02,29.58
Tata,Punch,Sport,2024,Diesel,Manual,2,22863,16.2,998,3,7,4,Chennai,81,Medium,7.38,6.42
Tesla,Model S,Luxury Line,2017,Electric,Automatic,1,126081,504.2,0,0,5,4,Kolkata,69,Medium,48.62,42.28
Audi,A6,Crysta,2015,Petrol,Automatic,1,145355,9.0,1998,4,7,5,Delhi,70,High,26.62,23.15
Maruti Suzuki,Breza,VXI,2013,Diesel,Automatic,1,140124,21.1,998,3,5,2,Delhi,80,Low,2.04,1.77
BMW,X5,VXI,2013,Petrol,Automatic,4,178654,9.2,2993,6,7,5,Chennai,88,High,20.94,18.21
Hyundai,Grand i10,Crysta,2021,Diesel,Manual,1,61367,22.7,998,3,5,3,Pune,86,Low,3.38,2.94
Tata,Punch,Performance,2012,Petrol,Manual,1,201356,21.8,998,3,5,5,Ahmedabad,83,Medium,2.04,1.77
Hyundai,Alcazar,Performance,2014,CNG,Manual,1,155333,25.7,1197,3,7,2,Ahmedabad,88,Low,1.95,1.7
Tesla,Model Y,Crysta,2024,Electric,Automatic,2,20495,495.4,0,0,5,5,Pune,69,Medium,96.14,83.6
Hyundai,Alcazar,Luxury Line,2025,Petrol,Manual,1,14593,24.0,1498,3,7,2,Delhi,97,Low,7.23,6.29
BMW,X1,Luxury Line,2012,Electric,Automatic,2,158647,452.2,0,0,5,5,Kolkata,91,High,14.34,12.47
BMW,5 Series,VXI,2014,Electric,Automatic,1,176089,477.5,0,0,7,5,Bangalore,93,High,36.9,32.09
Tesla,Model 3,ZXI,2014,Electric,Automatic,2,184321,488.1,0,0,7,5,Mumbai,78,Medium,21.61,18.79
Tata,Punch,Legender,2024,CNG,Manual,1,22152,22.7,998,3,7,4,Mumbai,93,Medium,7.61,6.62
BMW,5 Series,VXI,2018,Diesel,Automatic,1,105229,13.3,2993,6,7,4,Delhi,87,High,46.99,40.86
Mahindra,Thar,Performance,2017,Diesel,Automatic,1,116196,20.5,1997,4,5,5,Mumbai,66,Medium,6.72,5.84
Toyota,Corolla Altis,Performance,2018,Petrol,Automatic,1,91269,18.0,1197,3,7,5,Ahmedabad,75,Medium,7.76,6.75
Maruti Suzuki,Swift,ZXI,2024,Diesel,Automatic,3,28233,18.4,1197,3,5,3,Pune,86,Low,5.27,4.58
Tata,Punch,VXI,2014,Electric,Manual,1,135951,19.4,0,0,7,5,Delhi,69,Medium,2.81,2.44
Toyota,Glanza,LXI,2016,Electric,Automatic,1,102020,15.5,0,0,7,5,Bangalore,94,Medium,9.69,8.43
Mercedes-Benz,E-Class,Crysta,2019,Petrol,Automatic,1,89813,12.9,2993,6,5,5,Ahmedabad,84,High,52.3,45.48
Audi,A4,ZXI,2018,Diesel,Automatic,1,84878,14.2,2998,6,7,5,Pune,97,High,27.17,23.63
BMW,7 Series,VXI,2016,CNG,Automatic,2,142480,9.9,2993,6,5,5,Kolkata,97,High,41.86,36.4
Toyota,Fortuner,ZXI,2024,Diesel,Automatic,2,27816,18.4,2393,4,7,5,Delhi,76,Medium,31.95,27.78
Maruti Suzuki,Breza,Crysta,2019,Petrol,Automatic,1,74945,15.8,1197,3,7,2,Kolkata,88,Low,3.46,3.01
Audi,A4,ZXI,2016,Diesel,Automatic,1,125352,15.0,2993,6,5,5,Delhi,93,High,21.38,18.59
Toyota,Glanza,Performance,2024,CNG,Manual,1,21421,23.5,1197,3,7,4,Ahmedabad,71,Medium,10.89,9.47
Mercedes-Benz,S-Class,ZXI,2017,Petrol,Automatic,1,90139,12.5,2993,6,7,5,Delhi,81,High,61.95,53.87
Mercedes-Benz,GLE,Crysta,2023,Diesel,Automatic,1,41850,10.6,1984,4,5,5,Chennai,65,High,75.55,65.7
Mercedes-Benz,S-Class,Crysta,2021,Electric,Automatic,1,45898,373.1,0,0,5,5,Mumbai,79,High,111.12,96.63
Maruti Suzuki,Baleno,Crysta,2018,CNG,Automatic,2,93594,23.5,1497,3,5,2,Hyderabad,82,Low,2.7,2.35
Toyota,Camry,Crysta,2013,Diesel,Manual,1,192639,18.5,998,3,5,5,Chennai,68,Medium,9.3,8.09
Hyundai,Alcazar,Legender,2019,Electric,Automatic,1,75813,19.1,0,0,7,3,Bangalore,66,Low,4.48,3.9
Mercedes-Benz,E-Class,Luxury Line,2019,CNG,Automatic,1,97273,10.9,2998,6,5,4,Mumbai,84,High,51.51,44.79
Honda,Jazz,Luxury Line,2020,CNG,Automatic,1,87459,25.8,998,3,7,4,Ahmedabad,71,Medium,4.82,4.19
Audi,Q3,VXI,2016,Electric,Automatic,1,105992,460.5,0,0,5,5,Chennai,88,High,23.01,20.01
Hyundai,Creta,Sport,2014,Petrol,Manual,2,161062,23.2,1197,3,5,2,Pune,79,Low,1.91,1.66
Toyota,Innova,Sport,2023,Diesel,Automatic,2,35582,23.5,2755,6,7,5,Delhi,96,Medium,24.61,21.4
Honda,Amaze,Luxury Line,2025,Electric,Automatic,1,8801,20.3,0,0,7,4,Hyderabad,83,Medium,12.21,10.62
Audi,A6,Legender,2018,Petrol,Automatic,1,85035,11.5,2998,6,7,5,Ahmedabad,93,High,43.12,37.5
Tata,Nexon,Sport,2021,CNG,Manual,2,54134,28.1,1197,3,5,4,Bangalore,89,Medium,5.24,4.56
Audi,Q5,VXI,2022,Electric,Automatic,1,60026,442.7,0,0,7,5,Chennai,72,High,64.02,55.67
Maruti Suzuki,Swift,Performance,2021,Electric,Manual,1,62951,22.1,0,0,5,2,Ahmedabad,96,Low,4.57,3.97
Maruti Suzuki,Dzire,Performance,2016,CNG,Manual,1,116822,30.6,1197,3,7,2,Ahmedabad,68,Low,1.76,1.53
Toyota,Fortuner,Legender,2016,Petrol,Automatic,3,144677,21.5,2694,6,7,5,Pune,81,Medium,12.36,10.75
Honda,Civic,Performance,2017,Petrol,Manual,2,98292,19.8,1497,3,7,3,Ahmedabad,82,Medium,3.73,3.24
Mercedes-Benz,GLE,Crysta,2019,Diesel,Automatic,2,89850,11.6,1998,4,5,5,Kolkata,75,High,48.41,42.1
Mercedes-Benz,GLE,LXI,2025,Petrol,Automatic,1,5385,13.8,1984,4,7,4,Ahmedabad,87,High,98.24,85.43
BMW,5 Series,Luxury Line,2013,Diesel,Automatic,1,162204,13.7,1998,4,7,4,Delhi,74,High,25.78,22.42
Audi,A6,Crysta,2016,CNG,Automatic,1,114441,11.8,2998,6,5,5,Pune,87,High,30.84,26.82
Maruti Suzuki,Alto,Crysta,2014,Diesel,Automatic,1,134614,22.9,1197,3,5,3,Ahmedabad,92,Low,1.66,1.44
Maruti Suzuki,Ertiga,LXI,2023,Petrol,Manual,2,35157,20.6,1497,3,7,3,Bangalore,87,Low,4.77,4.15
Hyundai,Verna,Legender,2019,Diesel,Manual,1,96739,16.6,998,3,5,3,Mumbai,86,Low,4.22,3.67
Hyundai,Grand i10,LXI,2015,Electric,Automatic,1,139997,20.4,0,0,7,2,Mumbai,81,Low,2.29,1.99
Tata,Harrier,Luxury Line,2023,Diesel,Manual,1,40093,17.9,1197,3,7,5,Pune,95,Medium,13.86,12.05
Tata,Tiago,VXI,2017,CNG,Manual,1,121127,28.2,1497,3,5,4,Mumbai,80,Medium,2.37,2.06
Honda,WR-V,Legender,2012,CNG,Manual,1,136778,27.8,998,3,7,4,Bangalore,93,Medium,2.75,2.39
BMW,5 Series,Luxury Line,2024,Electric,Automatic,1,25494,454.4,0,0,7,5,Pune,74,High,81.83,71.16
Audi,A6,Luxury Line,2022,Petrol,Automatic,3,39761,12.4,2998,6,7,5,Mumbai,97,High,62.41,54.27
BMW,5 Series,VXI,2017,Petrol,Automatic,1,129793,9.2,2998,6,5,4,Pune,80,High,36.28,31.55
Audi,A6,ZXI,2019,CNG,Automatic,2,72304,11.9,2993,6,7,5,Ahmedabad,92,High,39.62,34.45
Tata,Harrier,Luxury Line,2020,Electric,Manual,1,83205,17.2,0,0,7,5,Pune,74,Medium,9.26,8.05
